File,aid,Date,0,2,3,5,8,17,21,25,65,69,73,77,81,85,89,129,133,137,145,149,153,197,205,213
QC_Day_2001212_aid0001,aid0001,2001-07-31,3463599.0,3297109,67228,,5.0,399578.0,,,1489432.0,,34.0,,367117.0,,,36871.0,,,10669.0,,,,,
QC_Day_2001213_aid0001,aid0001,2001-08-01,3772326.0,3188057,67228,,6.0,254054.0,,,1376897.0,,2.0,,406219.0,,,17724.0,,,49129.0,,,,,
QC_Day_2001214_aid0001,aid0001,2001-08-02,3896291.0,3064364,67228,,7.0,294936.0,,,1373259.0,,17.0,,363025.0,,,24374.0,,,48141.0,,,,,
QC_Day_2001215_aid0001,aid0001,2001-08-03,3518202.0,3614057,67228,,,315625.0,,,1329703.0,,,,256942.0,,,12009.0,,,17876.0,,,,,
QC_Day_2001216_aid0001,aid0001,2001-08-04,3895813.0,3069546,67228,,,281739.0,,,1377326.0,,7.0,,395681.0,,,9702.0,,,34600.0,,,,,
QC_Day_2001217_aid0001,aid0001,2001-08-05,5122069.0,1868412,67228,,3.0,458627.0,,,1262283.0,,8.0,,300692.0,,,41996.0,,,10324.0,,,,,
QC_Day_2001218_aid0001,aid0001,2001-08-06,4716580.0,2394917,67228,,2.0,361892.0,,,1184947.0,,27.0,,379432.0,,,6189.0,,,20428.0,,,,,
QC_Day_2001219_aid0001,aid0001,2001-08-07,3957755.0,3115200,67228,,36.0,246796.0,,,1350182.0,,62.0,,355350.0,,,21560.0,,,17473.0,,,,,
QC_Day_2001220_aid0001,aid0001,2001-08-08,3818851.0,3168586,67228,,24.0,201064.0,,,1568766.0,,59.0,,221176.0,,,59996.0,,,25892.0,,,,,
QC_Day_2001221_aid0001,aid0001,2001-08-09,2871777.0,4022838,67228,,25.0,181084.0,,,1598706.0,,30.0,,257680.0,,,111226.0,,,21048.0,,,,,
QC_Day_2001222_aid0001,aid0001,2001-08-10,2735750.0,4533035,67228,,41.0,341614.0,,,1123381.0,,55.0,,198862.0,,,83074.0,,,48602.0,,,,,
QC_Day_2001223_aid0001,aid0001,2001-08-11,3683626.0,3425066,67228,,17.0,364881.0,,,1192313.0,,34.0,,329377.0,,,53391.0,,,15709.0,,,,,
QC_Day_2001224_aid0001,aid0001,2001-08-12,3166793.0,4080527,67228,,49.0,349991.0,,,1165878.0,,41.0,,237957.0,,,37729.0,,,25449.0,,,,,
QC_Day_2001225_aid0001,aid0001,2001-08-13,3264634.0,3970340,67228,,,337750.0,,,1233910.0,,9.0,,213781.0,,,5115.0,,,38875.0,,,,,
QC_Day_2001226_aid0001,aid0001,2001-08-14,3492909.0,3515772,67228,,7.0,353023.0,,,1377072.0,,65.0,,298246.0,,,13344.0,,,13976.0,,,,,
QC_Day_2001227_aid0001,aid0001,2001-08-15,3630560.0,3323095,67228,,10.0,402809.0,,,1385928.0,,35.0,,301610.0,,,2991.0,,,17376.0,,,,,
QC_Day_2001228_aid0001,aid0001,2001-08-16,3521119.0,3372387,67228,,35.0,362144.0,,,1442547.0,,19.0,,335694.0,,,23912.0,,,6557.0,,,,,
QC_Day_2001229_aid0001,aid0001,2001-08-17,3714818.0,3294551,67228,,38.0,378464.0,,,1409005.0,,50.0,,227935.0,,,13400.0,,1.0,26152.0,,,,,
QC_Day_2001230_aid0001,aid0001,2001-08-18,3616293.0,3826022,67228,,4.0,301535.0,,,999547.0,,5.0,,265977.0,,,38944.0,,,16087.0,,,,,
QC_Day_2001231_aid0001,aid0001,2001-08-19,3969889.0,3209889,67228,,,401038.0,,,1212183.0,,59.0,,233495.0,,,15277.0,,,22584.0,,,,,
QC_Day_2001232_aid0001,aid0001,2001-08-20,3598846.0,3371527,67228,,5.0,325535.0,,,1463513.0,,14.0,,265950.0,,,7687.0,,,31337.0,,,,,
QC_Day_2001233_aid0001,aid0001,2001-08-21,3220053.0,3907403,67228,,,208395.0,,,1393332.0,,,,302130.0,,,19128.0,,,13973.0,,,,,
QC_Day_2001234_aid0001,aid0001,2001-08-22,3512111.0,3429998,67228,,,380662.0,,,1361464.0,,1.0,,353603.0,,,9300.0,,,17275.0,,,,,
QC_Day_2001235_aid0001,aid0001,2001-08-23,3264650.0,3718680,67228,,,425282.0,,,1219327.0,,2.0,,404106.0,,,27564.0,,,4803.0,,,,,
QC_Day_2001236_aid0001,aid0001,2001-08-24,2955597.0,4014762,67228,,1.0,433484.0,,,1267942.0,,16.0,,352717.0,,,22976.0,,,16919.0,,,,,
QC_Day_2001237_aid0001,aid0001,2001-08-25,4169693.0,2915288,67228,,48.0,421074.0,,,1093610.0,,37.0,,428730.0,,,29323.0,,,6611.0,,,,,
QC_Day_2001238_aid0001,aid0001,2001-08-26,4154706.0,3099482,67228,,68.0,297461.0,,,1029688.0,,45.0,,459183.0,,,13354.0,,,10427.0,,,,,
QC_Day_2001239_aid0001,aid0001,2001-08-27,4574363.0,2823847,67228,,24.0,355748.0,,,855675.0,,19.0,,440469.0,,,6495.0,,,7774.0,,,,,
QC_Day_2001240_aid0001,aid0001,2001-08-28,4154392.0,3065389,67228,,1.0,384648.0,,,1135000.0,,72.0,,312993.0,,,3391.0,,,8528.0,,,,,
QC_Day_2001241_aid0001,aid0001,2001-08-29,3811874.0,3565475,67228,,29.0,360427.0,,,981539.0,,21.0,,319353.0,,,1815.0,,,23881.0,,,,,
QC_Day_2001242_aid0001,aid0001,2001-08-30,3155571.0,4195342,67228,,28.0,463802.0,,,1012472.0,,30.0,,226400.0,,,5356.0,,,5413.0,,,,,
QC_Day_2001243_aid0001,aid0001,2001-08-31,2457689.0,4960999,67228,,1.0,421051.0,,,953014.0,,31.0,,260712.0,,,1090.0,,,9827.0,,,,,
QC_Day_2002152_aid0001,aid0001,2002-06-01,3138930.0,3589163,67228,,65.0,278249.0,,,1552794.0,,1718.0,,471056.0,,,17089.0,,,15350.0,,,,,
QC_Day_2002153_aid0001,aid0001,2002-06-02,3185958.0,3987337,67228,,541.0,259456.0,,,1208781.0,,3064.0,,383021.0,,,9668.0,,,26588.0,,,,,
QC_Day_2002154_aid0001,aid0001,2002-06-03,2451072.0,4809915,67228,,101.0,202495.0,,,1213460.0,,658.0,,348133.0,,,7160.0,,,31420.0,,,,,
QC_Day_2002155_aid0001,aid0001,2002-06-04,1664716.0,5296809,67228,,87.0,303057.0,,,1340378.0,,1135.0,,417677.0,,,31111.0,,,9444.0,,,,,
