File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD11A1_006_LST_Day_1km_doy2000211_aid0001,LST_Day_1km,aid0001,2000-07-29,3613971.0,273.56,343.4,"(273.56,343.40000000000003)",314.2186,9.7496,95.0543,322.26,343.4,315.26,282.96,306.54
MOD11A1_006_LST_Day_1km_doy2000212_aid0001,LST_Day_1km,aid0001,2000-07-30,4923707.0,274.64,340.96,"(274.64,340.96)",310.9369,8.644,74.7192,318.04,339.6,311.64,281.9,303.58
MOD11A1_006_LST_Day_1km_doy2000213_aid0001,LST_Day_1km,aid0001,2000-07-31,4707464.0,272.44,340.08,"(272.44,340.08)",310.9904,9.3998,88.3555,319.0,340.08,310.46,278.34,302.72
MOD11A1_006_LST_Day_1km_doy2000214_aid0001,LST_Day_1km,aid0001,2000-08-01,5518522.0,274.32,343.4,"(274.32,343.40000000000003)",311.1752,9.0817,82.477,318.78,340.8,311.58,279.6,303.1
MOD11A1_006_LST_Day_1km_doy2000215_aid0001,LST_Day_1km,aid0001,2000-08-02,3183651.0,270.96,341.4,"(270.96,341.40000000000003)",308.0061,9.6069,92.293,316.06,339.22,305.2,277.36,300.58
MOD11A1_006_LST_Day_1km_doy2000216_aid0001,LST_Day_1km,aid0001,2000-08-03,4941248.0,273.66,343.82,"(273.66,343.82)",310.457,9.368,87.7586,318.02,340.2,310.68,280.94,303.18
MOD11A1_006_LST_Day_1km_doy2000217_aid0001,LST_Day_1km,aid0001,2000-08-04,4710075.0,270.68,343.68,"(270.68,343.68)",308.4478,10.4019,108.1993,317.58,343.68,308.0,271.28,298.98
MOD11A1_006_LST_Day_1km_doy2000218_aid0001,LST_Day_1km,aid0001,2000-08-05,465167.0,272.64,319.7,"(272.64,319.7)",296.8074,3.1866,10.1543,298.5,303.74,296.9,289.76,295.0
MOD11A1_006_LST_Day_1km_doy2000232_aid0001,LST_Day_1km,aid0001,2000-08-19,5618658.0,250.36,343.0,"(250.36,343.0)",307.7092,10.0444,100.8896,315.82,339.96,308.34,275.58,299.72
MOD11A1_006_LST_Day_1km_doy2000233_aid0001,LST_Day_1km,aid0001,2000-08-20,5947941.0,260.7,338.12,"(260.7,338.12)",307.3742,10.2448,104.956,315.54,338.12,307.98,273.22,298.6
MOD11A1_006_LST_Day_1km_doy2000234_aid0001,LST_Day_1km,aid0001,2000-08-21,6491341.0,267.04,337.74,"(267.04,337.74)",307.4546,9.4956,90.1657,315.02,337.74,308.54,274.1,298.64
MOD11A1_006_LST_Day_1km_doy2000235_aid0001,LST_Day_1km,aid0001,2000-08-22,5716015.0,268.02,336.96,"(268.02,336.96)",307.4092,8.5984,73.9325,314.82,335.34,307.56,277.98,300.08
MOD11A1_006_LST_Day_1km_doy2000236_aid0001,LST_Day_1km,aid0001,2000-08-23,5471423.0,266.74,335.4,"(266.74,335.40000000000003)",308.3345,7.8527,61.6655,314.02,331.72,308.8,284.52,302.22
MOD11A1_006_LST_Day_1km_doy2000237_aid0001,LST_Day_1km,aid0001,2000-08-24,5663737.0,254.96,343.4,"(254.96,343.40000000000003)",308.6228,9.1177,83.1331,316.58,340.24,308.78,277.08,300.78
MOD11A1_006_LST_Day_1km_doy2000238_aid0001,LST_Day_1km,aid0001,2000-08-25,6147076.0,269.62,336.44,"(269.62,336.44)",307.9241,8.3358,69.486,314.92,334.88,308.1,280.28,301.06
MOD11A1_006_LST_Day_1km_doy2000239_aid0001,LST_Day_1km,aid0001,2000-08-26,5876957.0,269.44,340.16,"(269.44,340.16)",308.5318,8.7052,75.7811,315.72,337.12,307.82,279.82,301.36
MOD11A1_006_LST_Day_1km_doy2000240_aid0001,LST_Day_1km,aid0001,2000-08-27,4993985.0,265.24,333.72,"(265.24,333.72)",308.9495,8.1916,67.1024,315.26,332.54,309.58,286.46,303.74
MOD11A1_006_LST_Day_1km_doy2000241_aid0001,LST_Day_1km,aid0001,2000-08-28,5197738.0,273.14,337.02,"(273.14,337.02)",308.2393,8.9982,80.9669,315.76,337.02,309.08,280.06,301.48
MOD11A1_006_LST_Day_1km_doy2000242_aid0001,LST_Day_1km,aid0001,2000-08-29,5425927.0,269.32,333.84,"(269.32,333.84000000000003)",306.4095,7.7182,59.5708,312.1,329.72,306.5,282.7,300.34
MOD11A1_006_LST_Day_1km_doy2000243_aid0001,LST_Day_1km,aid0001,2000-08-30,4150547.0,267.94,336.56,"(267.94,336.56)",307.3512,7.8049,60.9172,313.64,331.4,308.18,284.04,301.8
MOD11A1_006_LST_Day_1km_doy2000244_aid0001,LST_Day_1km,aid0001,2000-08-31,3967409.0,265.44,337.44,"(265.44,337.44)",305.6829,8.1743,66.8191,311.98,329.74,304.9,282.38,300.14
MOD11A1_006_LST_Day_1km_doy2001152_aid0001,LST_Day_1km,aid0001,2001-06-01,5030763.0,266.78,341.26,"(266.78000000000003,341.26)",307.4415,10.7191,114.8998,316.16,341.26,306.14,273.52,299.04
MOD11A1_006_LST_Day_1km_doy2001153_aid0001,LST_Day_1km,aid0001,2001-06-02,4187474.0,269.36,337.32,"(269.36,337.32)",306.4984,9.9488,98.9782,313.22,334.0,304.02,278.58,299.36
MOD11A1_006_LST_Day_1km_doy2001154_aid0001,LST_Day_1km,aid0001,2001-06-03,3543150.0,262.2,335.8,"(262.2,335.8)",307.3442,9.7715,95.483,314.9,335.8,307.54,278.5,300.34
MOD11A1_006_LST_Day_1km_doy2001155_aid0001,LST_Day_1km,aid0001,2001-06-04,3507297.0,268.98,335.8,"(268.98,335.8)",307.9741,9.9332,98.668,315.6,335.8,308.18,279.3,301.08
MOD11A1_006_LST_Day_1km_doy2001156_aid0001,LST_Day_1km,aid0001,2001-06-05,3091297.0,260.66,336.26,"(260.66,336.26)",307.3814,10.9892,120.7621,316.76,336.26,307.22,270.78,298.32
MOD11A1_006_LST_Day_1km_doy2001157_aid0001,LST_Day_1km,aid0001,2001-06-06,3695657.0,262.28,337.52,"(262.28000000000003,337.52)",310.202,11.281,127.2617,319.52,337.52,310.32,275.12,301.76
MOD11A1_006_LST_Day_1km_doy2001158_aid0001,LST_Day_1km,aid0001,2001-06-07,4060343.0,266.58,342.58,"(266.58,342.58)",308.5326,12.3517,152.5643,318.68,342.58,307.26,268.46,298.36
MOD11A1_006_LST_Day_1km_doy2001159_aid0001,LST_Day_1km,aid0001,2001-06-08,5216040.0,263.76,338.9,"(263.76,338.90000000000003)",306.8754,9.5273,90.7694,313.76,335.74,306.22,277.12,299.1
MOD11A1_006_LST_Day_1km_doy2001160_aid0001,LST_Day_1km,aid0001,2001-06-09,5722649.0,266.34,343.24,"(266.34000000000003,343.24)",307.0635,10.2189,104.4264,314.16,335.3,304.68,278.92,300.06
MOD11A1_006_LST_Day_1km_doy2001161_aid0001,LST_Day_1km,aid0001,2001-06-10,6283377.0,258.72,338.88,"(258.72,338.88)",308.6839,9.4919,90.0958,315.88,337.96,307.74,279.08,301.16
MOD11A1_006_LST_Day_1km_doy2001162_aid0001,LST_Day_1km,aid0001,2001-06-11,5492352.0,262.6,341.98,"(262.6,341.98)",309.5684,9.5289,90.8,316.84,337.8,307.82,281.9,302.86
MOD11A1_006_LST_Day_1km_doy2001163_aid0001,LST_Day_1km,aid0001,2001-06-12,4273499.0,258.68,338.36,"(258.68,338.36)",307.9925,8.8203,77.7968,314.52,333.84,307.38,282.32,301.64
MOD11A1_006_LST_Day_1km_doy2001164_aid0001,LST_Day_1km,aid0001,2001-06-13,4409803.0,267.62,337.18,"(267.62,337.18)",306.3362,8.5531,73.155,312.2,329.6,305.02,283.2,300.6
MOD11A1_006_LST_Day_1km_doy2001165_aid0001,LST_Day_1km,aid0001,2001-06-14,4147057.0,269.14,334.76,"(269.14,334.76)",308.0446,8.8297,77.963,315.04,334.76,306.54,280.94,301.4
MOD11A1_006_LST_Day_1km_doy2001184_aid0001,LST_Day_1km,aid0001,2001-07-03,2109368.0,260.08,343.98,"(260.08,343.98)",313.5184,10.6216,112.8183,321.52,343.98,313.92,281.08,305.34
